,0.0_f1-score,0.0_precision,0.0_recall,0.0_support,0_f1-score,0_precision,0_recall,0_support,1.0_f1-score,1.0_precision,1.0_recall,1.0_support,1_f1-score,1_precision,1_recall,1_support,auroc,best_profit,best_threshold,f1_score,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,model_type,params,precision,recall,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
0,,,,,0.9264305177111717,0.9550561797752809,0.8994708994708994,378.0,,,,,0.6447368421052632,0.5632183908045977,0.7538461538461538,65.0,0.911965811965812,0.5346153846153846,0.2,0.6447368421052632,0.7855836799082174,0.7591372852899393,0.8266585266585267,443,0.8781038374717833,0.8781038374717833,0.8781038374717833,443,xgboost,,0.5632183908045977,0.7538461538461538,0.8850984885590631,0.8975630504680701,0.8781038374717833,443
0,,,,,0.9278350515463917,0.9045226130653267,0.9523809523809523,378.0,,,,,0.4909090909090909,0.6,0.4153846153846154,65.0,0.8831094831094831,0.31153846153846154,0.5,0.4909090909090909,0.7093720712277413,0.7522613065326633,0.6838827838827839,443,0.873589164785553,0.873589164785553,0.873589164785553,443,adaboost,,0.6,0.4153846153846154,0.8637262762835823,0.8598409655500983,0.873589164785553,443
0,,,,,0.9124668435013262,0.9148936170212766,0.91005291005291,378.0,,,,,0.5,0.4925373134328358,0.5076923076923077,65.0,0.8010785510785512,0.31153846153846154,0.225,0.5,0.7062334217506632,0.7037154652270562,0.7088726088726088,443,0.8510158013544018,0.8510158013544018,0.8510158013544018,443,gradientboost,,0.4925373134328358,0.5076923076923077,0.8519468777505673,0.8529226018220697,0.8510158013544018,443
0,,,,,0.9401041666666666,0.9256410256410257,0.955026455026455,378.0,,,,,0.6101694915254237,0.6792452830188679,0.5538461538461539,65.0,0.8457061457061458,0.45576923076923076,0.4,0.6101694915254237,0.7751368290960452,0.8024431543299468,0.7544363044363045,443,0.8961625282167043,0.8961625282167043,0.8961625282167043,443,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.6792452830188679,0.5538461538461539,0.891693887018403,0.8894881514413863,0.8961625282167043,443
0,0.9553903345724908,0.9145907473309609,1.0,257.0,,,,,0.25,1.0,0.14285714285714285,28.0,,,,,0.8532518065591995,0.14285714285714285,0.7000000000000001,0.25,0.6026951672862454,0.9572953736654805,0.5714285714285714,285,0.9157894736842105,0.9157894736842105,0.9157894736842105,285,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (3, 3), 'mlpc__learning_rate_init': 0.001}",1.0,0.14285714285714285,0.8860888280180005,0.9229818318037084,0.9157894736842105,285
0,0.943609022556391,0.9127272727272727,0.9766536964980544,257.0,,,,,0.21052631578947364,0.4,0.14285714285714285,28.0,,,,,0.7605614230127848,0.0625,0.525,0.21052631578947364,0.5770676691729323,0.6563636363636364,0.5597554196775987,285,0.8947368421052632,0.8947368421052632,0.8947368421052632,285,decision_tree,"{'dt__criterion': 'entropy', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 70}",0.4,0.14285714285714285,0.8715868618915711,0.8623540669856459,0.8947368421052632,285
0,0.9453860640301318,0.916058394160584,0.9766536964980544,257.0,,,,,0.25641025641025644,0.45454545454545453,0.17857142857142858,28.0,,,,,0.79266259032796,0.09821428571428571,0.9500000000000001,0.25641025641025644,0.6008981602201942,0.6853019243530193,0.5776125625347415,285,0.8982456140350877,0.8982456140350877,0.8982456140350877,285,naive_bayes,{'nb__alpha': 0.75},0.45454545454545453,0.17857142857142858,0.8776972127551967,0.8707167720229572,0.8982456140350877,285
0,0.9237113402061856,0.9824561403508771,0.8715953307392996,257.0,,,,,0.5647058823529412,0.42105263157894735,0.8571428571428571,28.0,,,,,0.9016120066703726,0.41517857142857145,0.17500000000000002,0.5647058823529412,0.7442086112795634,0.7017543859649122,0.8643690939410784,285,0.8701754385964913,0.8701754385964913,0.8701754385964913,285,logistic_regression,"{'lr__C': 78.47599703514607, 'lr__penalty': 'l1', 'lr__solver': 'liblinear'}",0.42105263157894735,0.8571428571428571,0.8884406285574458,0.9273007079101262,0.8701754385964913,285
0,0.9068322981366459,0.9690265486725663,0.8521400778210116,257.0,,,,,0.4827586206896552,0.3559322033898305,0.75,28.0,,,,,0.8695108393551974,0.24107142857142858,0.125,0.4827586206896552,0.6947954594131506,0.6624793760311984,0.8010700389105059,285,0.8421052631578947,0.8421052631578947,0.8421052631578947,285,xgboost,,0.3559322033898305,0.75,0.8651689192997485,0.9087927182588238,0.8421052631578947,285
0,0.9483394833948339,0.9017543859649123,1.0,257.0,,,,,0.0,0.0,0.0,28.0,,,,,0.831851028349083,0.0,0.525,0.0,0.47416974169741694,0.45087719298245615,0.5,285,0.9017543859649123,0.9017543859649123,0.9017543859649123,285,adaboost,,0.0,0.0,0.8551692885349906,0.8131609726069561,0.9017543859649123,285
