,best_threshold,best_profit,0.0_precision,0.0_recall,0.0_f1-score,0.0_support,1.0_precision,1.0_recall,1.0_f1-score,1.0_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,recall,precision,f1_score,model_type,params,auroc
0,0.17500000000000002,0.3951612903225806,0.951417004048583,0.9288537549407114,0.94,253,0.5135135135135135,0.6129032258064516,0.5588235294117647,31,0.8943661971830986,0.8943661971830986,0.8943661971830986,284,0.7324652587810483,0.7708784903735815,0.7494117647058823,284,0.9036176793775016,0.8943661971830986,0.8983927091963545,284,0.6129032258064516,0.5135135135135135,0.5588235294117647,xgboost,,0.8693739640443708
0,0.5,0.17338709677419356,0.9144981412639405,0.9723320158102767,0.942528735632184,253,0.5333333333333333,0.25806451612903225,0.34782608695652173,31,0.8943661971830986,0.8943661971830986,0.8943661971830986,284,0.7239157372986369,0.6151982659696544,0.6451774112943529,284,0.8728921234968672,0.8943661971830986,0.8776140098964603,284,0.25806451612903225,0.5333333333333333,0.34782608695652173,adaboost,,0.8334183348208594
0,0.17500000000000002,0.07661290322580645,0.9118773946360154,0.9407114624505929,0.9260700389105058,253,0.34782608695652173,0.25806451612903225,0.2962962962962963,31,0.8661971830985915,0.8661971830985915,0.8661971830985915,284,0.6298517407962685,0.5993879892898126,0.611183167603401,284,0.8503084138681833,0.8661971830985915,0.8573271303857153,284,0.25806451612903225,0.34782608695652173,0.2962962962962963,gradientboost,,0.7805049088359046
0,0.5,0.2629310344827586,0.9216417910447762,0.9959677419354839,0.9573643410852714,248,0.8888888888888888,0.27586206896551724,0.42105263157894735,29,0.9205776173285198,0.9205776173285198,0.9205776173285198,277,0.9052653399668324,0.6359149054505006,0.6892084863321093,277,0.9182127868479504,0.9205776173285198,0.9012161837723349,277,0.27586206896551724,0.8888888888888888,0.42105263157894735,xgboost,,0.8634593993325919
0,0.5,0.1206896551724138,0.9182879377431906,0.9516129032258065,0.9346534653465347,248,0.4,0.27586206896551724,0.32653061224489793,29,0.8808664259927798,0.8808664259927798,0.8808664259927798,277,0.6591439688715953,0.6137374860956619,0.6305920387957163,277,0.8640267457050949,0.8808664259927798,0.87098717386658,277,0.27586206896551724,0.4,0.32653061224489793,adaboost,,0.8203559510567296
0,0.2,0.15948275862068967,0.9192307692307692,0.9637096774193549,0.9409448818897638,248,0.47058823529411764,0.27586206896551724,0.34782608695652173,29,0.8916967509025271,0.8916967509025271,0.891696750902527,277,0.6949095022624434,0.619785873192436,0.6443854844231427,277,0.872260973259062,0.8916967509025271,0.8788494123841175,277,0.27586206896551724,0.47058823529411764,0.34782608695652173,gradientboost,,0.7614015572858732
0,0.225,0.38392857142857145,0.9642857142857143,0.9169811320754717,0.9400386847195357,265,0.4634146341463415,0.6785714285714286,0.5507246376811594,28,0.89419795221843,0.89419795221843,0.89419795221843,293,0.7138501742160279,0.7977762803234502,0.7453816612003475,293,0.9164209011665934,0.89419795221843,0.902834611965015,293,0.6785714285714286,0.4634146341463415,0.5507246376811594,xgboost,,0.88733153638814
0,0.5,0.16071428571428573,0.9301470588235294,0.9547169811320755,0.9422718808193669,265,0.42857142857142855,0.32142857142857145,0.3673469387755102,28,0.89419795221843,0.89419795221843,0.89419795221843,293,0.679359243697479,0.6380727762803234,0.6548094097974385,293,0.8822149166833969,0.89419795221843,0.887330248132582,293,0.32142857142857145,0.42857142857142855,0.3673469387755102,adaboost,,0.8168463611859839
0,0.25,0.05357142857142857,0.9125874125874126,0.9849056603773585,0.9473684210526316,265,0.42857142857142855,0.10714285714285714,0.17142857142857143,28,0.9010238907849829,0.9010238907849829,0.9010238907849829,293,0.6705794205794205,0.5460242587601079,0.5593984962406016,293,0.866333325377694,0.9010238907849829,0.8732171726243938,293,0.10714285714285714,0.42857142857142855,0.17142857142857143,gradientboost,,0.76455525606469
0,0.325,0.4090909090909091,0.9411764705882353,0.9523809523809523,0.9467455621301775,252,0.6,0.5454545454545454,0.5714285714285713,33,0.9052631578947369,0.9052631578947369,0.9052631578947369,285,0.7705882352941176,0.7489177489177489,0.7590870667793743,285,0.901671826625387,0.9052631578947369,0.9032878053120967,285,0.5454545454545454,0.6,0.5714285714285713,xgboost,,0.8927368927368927
0,0.5,0.23106060606060605,0.9169811320754717,0.9642857142857143,0.9400386847195357,252,0.55,0.3333333333333333,0.4150943396226416,33,0.8912280701754386,0.8912280701754386,0.8912280701754386,285,0.7334905660377359,0.6488095238095238,0.6775665121710887,285,0.8744885799404172,0.8912280701754386,0.8792556552872637,285,0.3333333333333333,0.55,0.4150943396226416,adaboost,,0.8490860990860991
0,0.15000000000000002,0.2159090909090909,0.9369747899159664,0.8849206349206349,0.910204081632653,252,0.3829787234042553,0.5454545454545454,0.44999999999999996,33,0.8456140350877193,0.8456140350877193,0.8456140350877194,285,0.6599767566601109,0.7151875901875901,0.6801020408163265,285,0.8728278769514525,0.8456140350877193,0.8569172932330825,285,0.5454545454545454,0.3829787234042553,0.44999999999999996,gradientboost,,0.7525252525252525
0,0.30000000000000004,0.3560606060606061,0.9291044776119403,0.9764705882352941,0.9521988527724665,255,0.7,0.42424242424242425,0.5283018867924527,33,0.9131944444444444,0.9131944444444444,0.9131944444444444,288,0.81455223880597,0.7003565062388591,0.7402503697824596,288,0.9028529228855722,0.9131944444444444,0.90362732542059,288,0.42424242424242425,0.7,0.5283018867924527,xgboost,,0.8526440879382056
0,0.5,0.1553030303030303,0.9057971014492754,0.9803921568627451,0.9416195856873822,255,0.5833333333333334,0.21212121212121213,0.3111111111111111,33,0.8923611111111112,0.8923611111111112,0.8923611111111112,288,0.7445652173913044,0.5962566844919786,0.6263653483992466,288,0.8688481280193237,0.8923611111111112,0.8693738229755179,288,0.21212121212121213,0.5833333333333334,0.3111111111111111,adaboost,,0.834521687462864
0,0.15000000000000002,0.14393939393939395,0.9209486166007905,0.9137254901960784,0.9173228346456694,255,0.37142857142857144,0.3939393939393939,0.3823529411764706,33,0.8541666666666666,0.8541666666666666,0.8541666666666666,288,0.646188594014681,0.6538324420677362,0.64983788791107,288,0.8579827780914738,0.8541666666666666,0.8560242010189905,288,0.3939393939393939,0.37142857142857144,0.3823529411764706,gradientboost,,0.8028520499108734
