,best_threshold,best_profit_ratio,best_profit,0.0_precision,0.0_recall,0.0_f1-score,0.0_support,1.0_precision,1.0_recall,1.0_f1-score,1.0_support,micro avg_precision,micro avg_recall,micro avg_f1-score,micro avg_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,recall,precision,f1_score,model_type,params,auroc
0,0.47500000000000003,0.435,174,0.9656652360515021,0.8064516129032258,0.8789062499999999,279,0.4375,0.84,0.5753424657534247,50,0.8115501519756839,0.8115501519756839,0.8115501519756839,329,0.7015826180257511,0.8232258064516129,0.7271243578767124,329,0.8853969630953468,0.8115501519756839,0.8327719362847149,329,0.84,0.4375,0.5753424657534247,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (3, 3), 'mlpc__learning_rate_init': 0.01}",0.8862724014336918
0,0.275,0.21,84,0.9108527131782945,0.8422939068100358,0.8752327746741154,279,0.38028169014084506,0.54,0.44628099173553726,50,0.7963525835866262,0.7963525835866262,0.7963525835866262,329,0.6455672016595698,0.6911469534050179,0.6607568832048263,329,0.8302188190996549,0.7963525835866262,0.8100425341059425,329,0.54,0.38028169014084506,0.44628099173553726,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 30}",0.7810035842293905
0,0.4,0.3425,137,0.9456066945606695,0.8100358422939068,0.8725868725868726,279,0.4111111111111111,0.74,0.5285714285714286,50,0.7993920972644377,0.7993920972644377,0.7993920972644377,329,0.6783589028358903,0.7750179211469534,0.7005791505791505,329,0.8643763627294295,0.7993920972644377,0.8203048902137049,329,0.74,0.4111111111111111,0.5285714285714286,naive_bayes,{'nb__alpha': 0},0.7830824372759856
0,0.45,0.3975,159,0.9539748953974896,0.8172043010752689,0.8803088803088802,279,0.43333333333333335,0.78,0.5571428571428572,50,0.8115501519756839,0.8115501519756839,0.8115501519756839,329,0.6936541143654115,0.7986021505376344,0.7187258687258686,329,0.8748500379409309,0.8115501519756839,0.8311955029280256,329,0.78,0.43333333333333335,0.5571428571428572,logistic_regression,"{'lr__C': 206.913808111479, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.8718279569892473
0,0.7250000000000001,0.365,146,0.9125874125874126,0.9354838709677419,0.9238938053097344,279,0.5813953488372093,0.5,0.5376344086021505,50,0.8693009118541033,0.8693009118541033,0.8693009118541033,329,0.746991380712311,0.717741935483871,0.7307641069559425,329,0.8622542721998436,0.8693009118541033,0.8651917693359373,329,0.5,0.5813953488372093,0.5376344086021505,gp,,0.864516129032258
0,0.42500000000000004,0.25,100,0.9028776978417267,0.899641577060932,0.9012567324955117,279,0.45098039215686275,0.46,0.45544554455445546,50,0.8328267477203647,0.8328267477203647,0.8328267477203647,329,0.6769290449992947,0.679820788530466,0.6783511385249836,329,0.8342002957619602,0.8328267477203647,0.8335042723220989,329,0.46,0.45098039215686275,0.45544554455445546,xtree,"{'xtree__criterion': 'gini', 'xtree__min_samples_leaf': 1, 'xtree__min_samples_split': 2}",0.8048028673835126
0,0.25,0.38,152,0.9684684684684685,0.7706093189964157,0.8582834331337325,279,0.40186915887850466,0.86,0.5477707006369427,50,0.78419452887538,0.78419452887538,0.78419452887538,329,0.6851688136734866,0.8153046594982079,0.7030270668853376,329,0.8823591509016047,0.78419452887538,0.8110930482558008,329,0.86,0.40186915887850466,0.5477707006369427,xgboost,,0.8604301075268818
0,0.5,0.29,116,0.9169811320754717,0.8709677419354839,0.8933823529411764,279,0.4375,0.56,0.4912280701754386,50,0.8237082066869301,0.8237082066869301,0.8237082066869301,329,0.6772405660377359,0.715483870967742,0.6923052115583075,329,0.8441116591156734,0.8237082066869301,0.8322646807883286,329,0.56,0.4375,0.4912280701754386,adaboost,,0.8472401433691756
0,0.525,0.335,134,0.9188191881918819,0.8924731182795699,0.9054545454545455,279,0.4827586206896552,0.56,0.5185185185185185,50,0.8419452887537994,0.8419452887537994,0.8419452887537994,329,0.7007889044407686,0.726236559139785,0.711986531986532,329,0.8525485852280176,0.8419452887537994,0.8466496781390398,329,0.56,0.4827586206896552,0.5185185185185185,gradientboost,,0.8360931899641577
0,0.42500000000000004,0.3925,157,0.9504132231404959,0.8243727598566308,0.8829174664107485,279,0.4367816091954023,0.76,0.5547445255474454,50,0.8145896656534954,0.8145896656534954,0.8145896656534954,329,0.6935974161679491,0.7921863799283154,0.7188309959790969,329,0.8723537073433693,0.8145896656534954,0.833043159288666,329,0.76,0.4367816091954023,0.5547445255474454,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8757706093189964
0,0.42500000000000004,0.4825,193,0.952755905511811,0.8673835125448028,0.9080675422138835,279,0.5066666666666667,0.76,0.6080000000000001,50,0.851063829787234,0.851063829787234,0.8510638297872339,329,0.7297112860892389,0.8136917562724014,0.7580337711069418,329,0.8849611883620929,0.851063829787234,0.8624645722725639,329,0.76,0.5066666666666667,0.6080000000000001,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (3, 3), 'mlpc__learning_rate_init': 0.01}",0.8543010752688172
0,0.325,0.3125,125,0.917910447761194,0.8817204301075269,0.8994515539305302,279,0.45901639344262296,0.56,0.5045045045045045,50,0.8328267477203647,0.8328267477203647,0.8328267477203647,329,0.6884634206019085,0.7208602150537635,0.7019780292175173,329,0.8481697100228094,0.8328267477203647,0.8394292059934442,329,0.56,0.45901639344262296,0.5045045045045045,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 30}",0.7887455197132617
0,0.7000000000000001,0.405,162,0.9190140845070423,0.9354838709677419,0.9271758436944938,279,0.6,0.54,0.5684210526315789,50,0.8753799392097265,0.8753799392097265,0.8753799392097265,329,0.7595070422535211,0.737741935483871,0.7477984481630364,329,0.870531700843358,0.8753799392097265,0.8726538389736861,329,0.54,0.6,0.5684210526315789,naive_bayes,{'nb__alpha': 0},0.8292831541218638
0,0.45,0.4525,181,0.952,0.8530465949820788,0.8998109640831757,279,0.4810126582278481,0.76,0.5891472868217054,50,0.8389057750759878,0.8389057750759878,0.8389057750759878,329,0.716506329113924,0.8065232974910395,0.7444791254524405,329,0.8804213766303721,0.8389057750759878,0.8525976392714021,329,0.76,0.4810126582278481,0.5891472868217054,logistic_regression,"{'lr__C': 206.913808111479, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.8515770609318996
0,0.675,0.3225,129,0.9157509157509157,0.8960573476702509,0.9057971014492753,279,0.48214285714285715,0.54,0.5094339622641509,50,0.8419452887537994,0.8419452887537994,0.8419452887537994,329,0.6989468864468864,0.7180286738351255,0.7076155318567131,329,0.8498530345034905,0.8419452887537994,0.8455595423025999,329,0.54,0.48214285714285715,0.5094339622641509,gp,,0.839820788530466
0,0.5750000000000001,0.29,116,0.9024390243902439,0.9283154121863799,0.9151943462897526,279,0.5238095238095238,0.44,0.4782608695652174,50,0.8541033434650456,0.8541033434650456,0.8541033434650455,329,0.7131242740998839,0.6841577060931899,0.696727607927485,329,0.844896547098341,0.8541033434650456,0.8487910823498536,329,0.44,0.5238095238095238,0.4782608695652174,xtree,"{'xtree__criterion': 'gini', 'xtree__min_samples_leaf': 1, 'xtree__min_samples_split': 2}",0.7986738351254481
0,0.30000000000000004,0.385,154,0.9404761904761905,0.8494623655913979,0.8926553672316385,279,0.45454545454545453,0.7,0.5511811023622047,50,0.8267477203647416,0.8267477203647416,0.8267477203647416,329,0.6975108225108225,0.7747311827956989,0.7219182347969216,329,0.8666265345596654,0.8267477203647416,0.8407595822970741,329,0.7,0.45454545454545453,0.5511811023622047,xgboost,,0.873584229390681
0,0.5,0.365,146,0.92,0.9068100358422939,0.9133574007220215,279,0.5185185185185185,0.56,0.5384615384615384,50,0.8541033434650456,0.8541033434650456,0.8541033434650455,329,0.7192592592592593,0.733405017921147,0.72590946959178,329,0.8589845772824496,0.8541033434650456,0.8563823456672369,329,0.56,0.5185185185185185,0.5384615384615384,adaboost,,0.8420430107526881
0,0.45,0.2625,105,0.9212598425196851,0.8387096774193549,0.8780487804878049,279,0.4,0.6,0.48,50,0.8024316109422492,0.8024316109422492,0.8024316109422492,329,0.6606299212598425,0.7193548387096774,0.6790243902439024,329,0.8420410214680611,0.8024316109422492,0.8175550448513604,329,0.6,0.4,0.48,gradientboost,,0.8210394265232975
0,0.42500000000000004,0.4775,191,0.9494163424124513,0.8745519713261649,0.9104477611940299,279,0.5138888888888888,0.74,0.6065573770491802,50,0.8541033434650456,0.8541033434650456,0.8541033434650455,329,0.7316526156506701,0.8072759856630825,0.7585025691216051,329,0.8832267598100864,0.8541033434650456,0.8642638122358461,329,0.74,0.5138888888888888,0.6065573770491802,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.8864874551971327
0,0.525,0.3925,157,0.9233576642335767,0.9100719424460432,0.9166666666666667,278,0.5370370370370371,0.58,0.5576923076923077,50,0.8597560975609756,0.8597560975609756,0.8597560975609756,328,0.7301973506353069,0.7450359712230216,0.7371794871794872,328,0.864467324721909,0.8597560975609756,0.8619449656035022,328,0.58,0.5370370370370371,0.5576923076923077,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (3, 3), 'mlpc__learning_rate_init': 0.01}",0.8466187050359711
0,0.25,0.28,112,0.918918918918919,0.8561151079136691,0.8864059590316574,278,0.42028985507246375,0.58,0.48739495798319327,50,0.8140243902439024,0.8140243902439024,0.8140243902439023,328,0.6696043869956914,0.7180575539568346,0.6869004585074253,328,0.8429083908935447,0.8140243902439024,0.8255811113108549,328,0.58,0.42028985507246375,0.48739495798319327,decision_tree,"{'dt__criterion': 'gini', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 30}",0.7358273381294964
0,0.8250000000000001,0.405,162,0.9049180327868852,0.9928057553956835,0.9468267581475129,278,0.9130434782608695,0.42,0.5753424657534246,50,0.9054878048780488,0.9054878048780488,0.9054878048780488,328,0.9089807555238774,0.7064028776978417,0.7610846119504688,328,0.9061566677676754,0.9054878048780488,0.8901980550386579,328,0.42,0.9130434782608695,0.5753424657534246,naive_bayes,{'nb__alpha': 0},0.8326618705035971
0,0.675,0.4475,179,0.9228070175438596,0.9460431654676259,0.9342806394316162,278,0.6511627906976745,0.56,0.6021505376344087,50,0.8871951219512195,0.8871951219512195,0.8871951219512195,328,0.786984904120767,0.7530215827338129,0.7682155885330124,328,0.881397836622185,0.8871951219512195,0.8836510507430175,328,0.56,0.6511627906976745,0.6021505376344087,logistic_regression,"{'lr__C': 206.913808111479, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.8421582733812949
