,0.0_f1-score,0.0_precision,0.0_recall,0.0_support,0_f1-score,0_precision,0_recall,0_support,1.0_f1-score,1.0_precision,1.0_recall,1.0_support,1_f1-score,1_precision,1_recall,1_support,auroc,best_profit,best_profit_ration,best_threshold,f1_score,macro avg_f1-score,macro avg_precision,macro avg_recall,macro avg_support,micro avg_f1-score,micro avg_precision,micro avg_recall,micro avg_support,model_type,params,precision,recall,weighted avg_f1-score,weighted avg_precision,weighted avg_recall,weighted avg_support
0,0.9206349206349207,0.9666666666666667,0.8787878787878788,33.0,,,,,0.6153846153846154,0.5,0.8,5.0,,,,,0.8060606060606061,20,0.5,0.15000000000000002,0.6153846153846154,0.7680097680097681,0.7333333333333334,0.8393939393939394,38,0.868421052631579,0.868421052631579,0.868421052631579,38,xgboost,,0.5,0.8,0.8804704067861963,0.9052631578947368,0.868421052631579,38
0,0.9393939393939394,0.9393939393939394,0.9393939393939394,33.0,,,,,0.6,0.6,0.6,5.0,,,,,0.7696969696969697,18,0.45,0.5,0.6,0.7696969696969698,0.7696969696969698,0.7696969696969698,38,0.8947368421052632,0.8947368421052632,0.8947368421052632,38,adaboost,,0.6,0.6,0.8947368421052632,0.8947368421052632,0.8947368421052632,38
0,0.9032258064516129,0.9655172413793104,0.8484848484848485,33.0,,,,,0.5714285714285714,0.4444444444444444,0.8,5.0,,,,,0.8181818181818182,17,0.425,0.17500000000000002,0.5714285714285714,0.7373271889400921,0.7049808429118773,0.8242424242424242,38,0.8421052631578947,0.8421052631578947,0.8421052631578947,38,gradientboost,,0.4444444444444444,0.8,0.8595682755275283,0.8969550312563017,0.8421052631578947,38
0,0.9705882352941176,0.9428571428571428,1.0,33.0,,,,,0.7499999999999999,1.0,0.6,5.0,,,,,0.896969696969697,24,0.6,0.55,0.7499999999999999,0.8602941176470588,0.9714285714285714,0.8,38,0.9473684210526315,0.9473684210526315,0.9473684210526315,38,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",1.0,0.6,0.94156346749226,0.9503759398496241,0.9473684210526315,38
0,,,,,0.9391304347826088,0.9283667621776505,0.9501466275659824,341.0,,,,,0.6111111111111112,0.66,0.5689655172413793,58.0,0.8852765699261806,213,0.45905172413793105,0.325,0.6111111111111112,0.77512077294686,0.7941833810888252,0.759556072403681,399,0.8947368421052632,0.8947368421052632,0.8947368421052632,399,xgboost,,0.66,0.5689655172413793,0.8914484278328674,0.8893560548936812,0.8947368421052632,399
0,,,,,0.9246376811594204,0.9140401146131805,0.9354838709677419,341.0,,,,,0.5185185185185185,0.56,0.4827586206896552,58.0,0.8788047325310951,158,0.34051724137931033,0.5,0.5185185185185185,0.7215780998389694,0.7370200573065903,0.7091212458286985,399,0.8696741854636592,0.8696741854636592,0.8696741854636592,399,adaboost,,0.56,0.4827586206896552,0.8656028154121214,0.8625756367997358,0.8696741854636592,399
0,,,,,0.9061102831594634,0.9212121212121213,0.8914956011730205,341.0,,,,,0.5039370078740157,0.463768115942029,0.5517241379310345,58.0,0.8349681464253211,145,0.3125,0.225,0.5039370078740157,0.7050236455167396,0.6924901185770751,0.7216098695520274,399,0.8421052631578947,0.8421052631578947,0.8421052631578947,399,gradientboost,,0.463768115942029,0.5517241379310345,0.8476490050477943,0.8547165013984236,0.8421052631578947,399
0,,,,,0.9327610872675249,0.9106145251396648,0.9560117302052786,341.0,,,,,0.5252525252525253,0.6341463414634146,0.4482758620689655,58.0,0.8541308524623319,163,0.35129310344827586,0.525,0.5252525252525253,0.7290068062600251,0.7723804333015397,0.7021437961371221,399,0.8822055137844611,0.8822055137844611,0.8822055137844611,399,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",0.6341463414634146,0.4482758620689655,0.8735242536914097,0.8704261676127913,0.8822055137844611,399
0,0.8163265306122449,0.8695652173913043,0.7692307692307693,26.0,,,,,0.47058823529411764,0.4,0.5714285714285714,7.0,,,,,0.7197802197802198,14,0.25,0.1,0.47058823529411764,0.6434573829531813,0.6347826086956522,0.6703296703296704,33,0.7272727272727273,0.7272727272727273,0.7272727272727273,33,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (3, 3), 'mlpc__learning_rate_init': 0.001}",0.4,0.5714285714285714,0.7429881043326421,0.7699604743083004,0.7272727272727273,33
0,0.8163265306122449,0.8695652173913043,0.7692307692307693,26.0,,,,,0.47058823529411764,0.4,0.5714285714285714,7.0,,,,,0.6483516483516483,14,0.25,0.025,0.47058823529411764,0.6434573829531813,0.6347826086956522,0.6703296703296704,33,0.7272727272727273,0.7272727272727273,0.7272727272727273,33,decision_tree,"{'dt__criterion': 'entropy', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 70}",0.4,0.5714285714285714,0.7429881043326421,0.7699604743083004,0.7272727272727273,33
0,0.8085106382978723,0.9047619047619048,0.7307692307692307,26.0,,,,,0.5263157894736842,0.4166666666666667,0.7142857142857143,7.0,,,,,0.7417582417582418,19,0.3392857142857143,0.07500000000000001,0.5263157894736842,0.6674132138857782,0.6607142857142857,0.7225274725274725,33,0.7272727272727273,0.7272727272727273,0.7272727272727273,33,naive_bayes,{'nb__alpha': 0.5},0.4166666666666667,0.7142857142857143,0.7486511249109232,0.8012265512265513,0.7272727272727273,33
0,0.9433962264150944,0.9259259259259259,0.9615384615384616,26.0,,,,,0.7692307692307692,0.8333333333333334,0.7142857142857143,7.0,,,,,0.8681318681318682,37,0.6607142857142857,0.07500000000000001,0.7692307692307692,0.8563134978229318,0.8796296296296297,0.8379120879120879,33,0.9090909090909091,0.9090909090909091,0.9090909090909091,33,logistic_regression,"{'lr__C': 10000.0, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.8333333333333334,0.7142857142857143,0.9064520385275101,0.9062850729517395,0.9090909090909091,33
0,0.7826086956521738,0.9,0.6923076923076923,26.0,,,,,0.5,0.38461538461538464,0.7142857142857143,7.0,,,,,0.7582417582417582,16,0.2857142857142857,0.025,0.5,0.6413043478260869,0.6423076923076924,0.7032967032967032,33,0.696969696969697,0.696969696969697,0.696969696969697,33,xgboost,,0.38461538461538464,0.7142857142857143,0.72266139657444,0.7906759906759908,0.696969696969697,33
0,0.8928571428571429,0.8333333333333334,0.9615384615384616,26.0,,,,,0.4,0.6666666666666666,0.2857142857142857,7.0,,,,,0.5,13,0.23214285714285715,0.47500000000000003,0.4,0.6464285714285715,0.75,0.6236263736263736,33,0.8181818181818182,0.8181818181818182,0.8181818181818182,33,adaboost,,0.6666666666666666,0.2857142857142857,0.7883116883116884,0.797979797979798,0.8181818181818182,33
0,0.888888888888889,0.8571428571428571,0.9230769230769231,26.0,,,,,0.5,0.6,0.42857142857142855,7.0,,,,,0.6923076923076923,18,0.32142857142857145,0.15000000000000002,0.5,0.6944444444444444,0.7285714285714285,0.6758241758241759,33,0.8181818181818182,0.8181818181818182,0.8181818181818182,33,gradientboost,,0.6,0.42857142857142855,0.8063973063973064,0.8025974025974025,0.8181818181818182,33
0,0.9285714285714286,0.8666666666666667,1.0,26.0,,,,,0.6,1.0,0.42857142857142855,7.0,,,,,0.7637362637362637,24,0.42857142857142855,0.30000000000000004,0.6,0.7642857142857142,0.9333333333333333,0.7142857142857143,33,0.8787878787878788,0.8787878787878788,0.8787878787878788,33,ensemble,"dict_keys(['neural_net', 'dt', 'nb', 'logr'])",1.0,0.42857142857142855,0.8588744588744588,0.894949494949495,0.8787878787878788,33
0,0.9610389610389611,0.9736842105263158,0.9487179487179487,39.0,,,,,0.4,0.3333333333333333,0.5,2.0,,,,,0.7564102564102564,2,0.125,0.30000000000000004,0.4,0.6805194805194805,0.6535087719298246,0.7243589743589743,41,0.926829268292683,0.926829268292683,0.926829268292683,41,grid_search_MLP,"{'mlpc__hidden_layer_sizes': (3, 3), 'mlpc__learning_rate_init': 0.001}",0.3333333333333333,0.5,0.9336712068419385,0.9424475823705605,0.926829268292683,41
0,0.9610389610389611,0.9736842105263158,0.9487179487179487,39.0,,,,,0.4,0.3333333333333333,0.5,2.0,,,,,0.8717948717948718,2,0.125,0.30000000000000004,0.4,0.6805194805194805,0.6535087719298246,0.7243589743589743,41,0.926829268292683,0.926829268292683,0.926829268292683,41,decision_tree,"{'dt__criterion': 'entropy', 'dt__max_depth': 6, 'dt__max_features': None, 'dt__min_samples_split': 70}",0.3333333333333333,0.5,0.9336712068419385,0.9424475823705605,0.926829268292683,41
0,0.9473684210526315,0.972972972972973,0.9230769230769231,39.0,,,,,0.3333333333333333,0.25,0.5,2.0,,,,,0.8974358974358974,-1,-0.0625,0.925,0.3333333333333333,0.6403508771929824,0.6114864864864865,0.7115384615384616,41,0.9024390243902439,0.9024390243902439,0.9024390243902439,41,naive_bayes,{'nb__alpha': 0.5},0.25,0.5,0.917415489944373,0.9377059986816085,0.9024390243902439,41
0,0.9736842105263158,1.0,0.9487179487179487,39.0,,,,,0.6666666666666666,0.5,1.0,2.0,,,,,0.9615384615384615,10,0.625,0.47500000000000003,0.6666666666666666,0.8201754385964912,0.75,0.9743589743589743,41,0.9512195121951219,0.9512195121951219,0.9512195121951219,41,logistic_regression,"{'lr__C': 10000.0, 'lr__penalty': 'l2', 'lr__solver': 'liblinear'}",0.5,1.0,0.9587077449721866,0.975609756097561,0.9512195121951219,41
0,0.975,0.9512195121951219,1.0,39.0,,,,,0.0,0.0,0.0,2.0,,,,,0.858974358974359,0,0.0,0.8250000000000001,0.0,0.4875,0.47560975609756095,0.5,41,0.9512195121951219,0.9512195121951219,0.9512195121951219,41,xgboost,,0.0,0.0,0.9274390243902438,0.9048185603807257,0.9512195121951219,41
