,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.8731399390887135,0.5602243938924164,0.665911118545779,0.5993157235567665,0.30625,0.4539466237314598,187.25
0,xgboost,0.8645634960989712,0.5637659372908657,0.5996013159362105,0.5726264702686907,0.31875000000000003,0.41556652169064345,172.0
0,adaboost,0.8468580260533677,0.6071662352846159,0.4378688524590164,0.5056196934649563,0.5,0.33016435262629645,135.66666666666666
0,gradientboost,0.8469846633962644,0.533249778294423,0.6065406490465037,0.5518353386346252,0.24375000000000002,0.38432962529274,159.25
0,ensemble,0.8679222591165122,0.5581786830037959,0.6259049849447976,0.5854260723847334,0.375,0.4356162177985948,179.91666666666666
0,decision_tree,0.8097326962080638,0.4734104605098791,0.6151428571428571,0.5262743602501476,0.3025,0.3442091836734694,136.6
0,naive_bayes,0.8112827314303027,0.5134269319960539,0.5683673469387756,0.5081399339005147,0.615,0.3299438775510204,131.1
0,logistic_regression,0.872357008297209,0.5731152215865982,0.6310204081632653,0.5939257928950651,0.30500000000000005,0.4474540816326531,177.5
0,gp,0.8575003782537692,0.5215395208439693,0.6511836734693878,0.5726847419255138,0.2575,0.4153775510204082,164.8
0,xtree,0.8270565921786656,0.4843071716820262,0.562530612244898,0.508890239657459,0.3125,0.32517857142857143,129.0
