,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.4494876835858503,0.014492753623188406,0.020408163265306124,0.016949152542372885,0.5400000000000001,0.0016581632653061226,0.65
0,decision_tree,0.49300882427698395,0.013323705605477108,0.063,0.02115434249580591,0.625,-0.079125,-31.65
0,naive_bayes,0.537183703859822,0.05,0.001,0.00196078431372549,0.52375,0.001,0.4
0,logistic_regression,0.5,0.0,0.0,0.0,0.5250000000000001,0.0,0.0
0,gp,0.5719549987396519,0.14960651359617838,0.2904285714285714,0.14580466253048063,0.4875,-0.18745918367346942,-74.1
0,xtree,0.5025429528661469,0.09402587882187845,0.3687755102040816,0.1241937720870883,0.39875000000000005,-0.3917780612244898,-155.05
0,xgboost,0.49691188655395624,0.05183204632474796,0.10440816326530614,0.04851999244099427,0.5525,-0.07859183673469387,-31.45
0,adaboost,0.5219161110874303,0.0,0.0,0.0,0.51,0.0,0.0
0,gradientboost,0.5007896150492377,0.014492753623188406,0.020408163265306124,0.016949152542372885,0.6575,0.0016581632653061226,0.65
0,ensemble,0.4737918138168859,0.05,0.001,0.00196078431372549,0.5575,0.001,0.4
