,model,auroc,precision,recall,f1_score,best_threshold,best_profit
0,xgboost,0.8752577120778559,0.5173666254683399,0.5767810133563577,0.5289750272097176,0.24375000000000002,0.3567151605967625
0,adaboost,0.844859671326715,0.5218003648423287,0.35428002332293995,0.4165820620224196,0.5,0.227215398020754
0,gradientboost,0.8002939152204362,0.46432231500758075,0.4139978957905255,0.40089857364088627,0.19166666666666668,0.2030084729923488
0,ensemble,0.8657059533435164,0.5324679380144303,0.5881258581501788,0.5420859885948378,0.3541666666666667,0.3664030843068164
0,grid_search_MLP,0.8127840908980429,0.39532748288330477,0.44197899451695355,0.3996969108224314,0.17125,0.21192404705958107
0,decision_tree,0.7717251063594402,0.42741335004120556,0.34486172117622954,0.33853221195803473,0.385,0.14276339019086495
0,naive_bayes,0.7833170937487834,0.40869454155862767,0.46467252508650503,0.42740137704153336,0.7637500000000002,0.20563034103972372
0,logistic_regression,0.8985924841702755,0.4979572472678391,0.7570498543683462,0.5967130543312789,0.22375000000000006,0.4628974816610407
