,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.5431096121265078,0.036458333333333336,0.03763440860215054,0.037037037037037035,0.5541666666666667,0.019489247311827957,9.666666666666666
0,xgboost,0.5113719412430767,0.017018779342723004,0.04833333333333333,0.02517361111111111,0.6229166666666667,-0.022291666666666668,-8.916666666666666
0,adaboost,0.5029099517864067,0.0,0.0,0.0,0.4916666666666667,0.0,0.0
0,gradientboost,0.5105681638167386,0.0,0.0,0.0,0.6333333333333333,0.0,0.0
0,ensemble,0.5569672271442193,0.06944444444444445,0.020161290322580645,0.03125000000000001,0.55625,0.018649193548387098,9.25
0,decision_tree,0.49882246460895796,0.0,0.0,0.0,0.5900000000000001,0.0,0.0
0,naive_bayes,0.5306952152563663,0.1,0.004,0.007692307692307693,0.5275000000000001,0.004,1.6
0,logistic_regression,0.5,0.0,0.0,0.0,0.5250000000000001,0.0,0.0
0,gp,0.6111312829920396,0.1542090047139269,0.3035918367346939,0.1577589140597025,0.545,-0.13688775510204082,-54.7
0,xtree,0.5255041341515334,0.04962753861836431,0.246,0.07967256975410882,0.38500000000000006,-0.25001020408163266,-98.2
