,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.5454169246564564,0.0,0.0,0.0,0.51,0.0,0.0
0,decision_tree,0.5012770518279254,0.0,0.0,0.0,0.23500000000000004,0.0,0.0
0,naive_bayes,0.5444631260100543,0.0,0.0,0.0,0.53,0.0,0.0
0,logistic_regression,0.5,0.0,0.0,0.0,0.525,0.0,0.0
0,gp,0.5647664862185301,0.05600000000000001,0.02857142857142857,0.03783783783783783,0.6700000000000002,0.001020408163265306,0.4
0,xtree,0.5376159838422876,0.0,0.0,0.0,0.36500000000000005,0.0,0.0
0,xgboost,0.5067599124124005,0.0,0.0,0.0,0.26,0.0,0.0
0,adaboost,0.5294297112671943,0.0,0.0,0.0,0.39,0.0,0.0
0,gradientboost,0.49985196937907206,0.0,0.0,0.0,0.32,0.0,0.0
0,ensemble,0.5203070565272601,0.0,0.0,0.0,0.44000000000000006,0.0,0.0
