,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.8230570964745301,0.5008792033425821,0.5600267648042824,0.5206996778287776,0.296875,0.3897172967547675,161.95833333333334
0,xgboost,0.8657128083538709,0.5632581302851931,0.6231724657075944,0.5784575577653931,0.31354166666666666,0.42434865339578454,175.16666666666666
0,adaboost,0.8458806783366781,0.5983077883076755,0.437466543994647,0.5025045037358651,0.5,0.3256973486115758,133.83333333333334
0,gradientboost,0.8479632231214721,0.5481508629740245,0.6160987509758001,0.5568425601653472,0.24479166666666666,0.39123330684732904,161.95833333333334
0,ensemble,0.8639956821739222,0.542534537482584,0.6413072934091669,0.5829546733494876,0.35625,0.43307972984275683,178.875
0,decision_tree,0.7982964064430528,0.4719298425165168,0.6243673469387756,0.525775799378487,0.29500000000000004,0.34633163265306127,137.35
0,naive_bayes,0.8065453771306188,0.49763745430981354,0.5847551020408163,0.512679647717381,0.5762499999999999,0.330405612244898,131.2
0,logistic_regression,0.8713155279276588,0.5683294258327198,0.6391632653061224,0.5938772289757438,0.30124999999999996,0.44759948979591835,177.55
0,gp,0.858083941555624,0.5555313422739668,0.6208571428571428,0.5767485403961485,0.27625,0.4195586734693878,166.45
0,xtree,0.8294867113825781,0.4963423276556055,0.5747959183673469,0.5206330344824435,0.31625000000000003,0.3437882653061225,136.35
