,model,auroc,precision,recall,f1_score,best_threshold,best_profit
0,xgboost,0.8675004318973684,0.4883576379610683,0.5956448878815397,0.5231036042636066,0.2225,0.34420788059527285
0,adaboost,0.821706778916202,0.5226531394667527,0.33292512086834486,0.4009308940893475,0.5,0.2127416491601234
0,gradientboost,0.7980309371849957,0.44378796171568113,0.4209895518389215,0.4149490276111138,0.19000000000000003,0.21705307743194166
0,ensemble,0.8604417913288158,0.5712852503784652,0.5110405715351025,0.519051060050135,0.3933333333333334,0.3469265579636883
0,grid_search_MLP,0.7928422820426769,0.4616736373398718,0.38750972179364834,0.3934607685919941,0.195,0.21572869915775228
0,decision_tree,0.7538695945073813,0.4829881244054954,0.3303684561772994,0.3555084393155356,0.38900000000000007,0.15814574831582617
0,naive_bayes,0.774700369121297,0.46188846924996446,0.43091506248458417,0.42360505210242755,0.7850000000000001,0.21792862862898318
0,logistic_regression,0.8895945061439147,0.5091540937028324,0.6892991888156516,0.578204985172102,0.23800000000000004,0.42948030076858634
