,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.6426219537702077,0.29102692629625176,0.2232411674347158,0.215722084330112,0.7972222222222222,0.10267912003511082,41.94444444444444
0,xgboost,0.5118029043380151,0.03914823681023476,0.1655328798185941,0.06071954282030686,0.8986111111111114,-0.18281746031746035,-72.16666666666667
0,adaboost,0.5185045273141711,0.0,0.0,0.0,0.5833333333333335,0.0,0.0
0,gradientboost,0.5161901921387166,0.0,0.0,0.0,0.8500000000000001,0.0,0.0
0,ensemble,0.6247060956954322,0.10555555555555556,0.013235315631628995,0.02228327228327228,0.6805555555555556,0.011049392875429742,5.222222222222222
0,decision_tree,0.488818682688258,0.07535205193395184,0.384,0.1203669627117139,0.5283333333333334,-0.4625102040816327,-183.2
0,naive_bayes,0.561852379321033,0.06666666666666667,0.005333333333333333,0.009876543209876543,0.5283333333333334,0.005333333333333333,2.1333333333333333
0,logistic_regression,0.5,0.0,0.0,0.0,0.5250000000000001,0.0,0.0
0,gp,0.6245329743666116,0.31126882663036576,0.6347210884353741,0.283065433417681,0.16333333333333336,-0.49090136054421774,-194.86666666666667
0,xtree,0.5301910254109637,0.15827458134912162,0.43474829931972786,0.1941763239626848,0.7150000000000001,-0.38999659863945585,-154.53333333333333
