,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.7199713121749988,0.3014758854724759,0.28775510204081634,0.26557214102853044,0.8666666666666667,0.11071428571428571,44.166666666666664
0,xgboost,0.48663725125277507,0.024974515800203875,0.16666666666666666,0.04343971631205674,0.7833333333333333,-0.18792517006802723,-73.66666666666667
0,adaboost,0.5215146100126639,0.0,0.0,0.0,0.5625,0.0,0.0
0,gradientboost,0.5135687368472569,0.0,0.0,0.0,0.8375,0.0,0.0
0,ensemble,0.653345380564511,0.0,0.0,0.0,0.6791666666666667,0.0,0.0
0,decision_tree,0.48123741007194243,0.0494138634046891,0.256,0.08099363895591138,0.555,-0.3645102040816327,-144.0
0,naive_bayes,0.5321394802525327,0.2,0.016,0.029629629629629627,0.525,0.016,6.4
0,logistic_regression,0.5,0.0,0.0,0.0,0.525,0.0,0.0
0,gp,0.6187485561254749,0.37816364341055025,0.626938775510204,0.36902804117215504,0.32,-0.2878469387755102,-115.8
0,xtree,0.5431717383170488,0.23641150159058738,0.5599999999999999,0.24124128131769842,0.5050000000000001,-0.5030102040816328,-199.4
