,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.8333221782993073,0.5291691142591519,0.5670812980930078,0.5382797110437976,0.30666666666666664,0.403442037470726,167.33333333333334
0,xgboost,0.8681255239537605,0.5633610915703378,0.6301895840303334,0.5827928375272787,0.30833333333333335,0.43089542210326753,177.76666666666668
0,adaboost,0.8473099024489682,0.6014132281061202,0.4417113861938218,0.5067491494856421,0.5,0.33027001784320287,135.73333333333332
0,gradientboost,0.8490531160318283,0.5484642532654395,0.6105894948143191,0.55711919922098,0.2458333333333333,0.3919314988290398,162.26666666666668
0,ensemble,0.8648368924807771,0.5504803687923313,0.636665774506524,0.5854526444125232,0.36333333333333334,0.4356972231515558,179.83333333333334
0,decision_tree,0.8020606304211302,0.4691487856139598,0.6414204081632653,0.5316103857183423,0.278,0.3551591836734693,140.88
0,naive_bayes,0.8031736001405366,0.49283995634651845,0.5876571428571428,0.5123274136389608,0.567,0.33112040816326527,131.52
0,logistic_regression,0.8713253068320054,0.5654099434456884,0.6412081632653062,0.5921228710398939,0.297,0.44522244897959184,176.64
0,gp,0.8575243241513217,0.5560522666113573,0.6166204081632654,0.5723284291103454,0.278,0.4145979591836734,164.52
0,xtree,0.8339708777206778,0.5047716342193764,0.5839836734693877,0.5313372679542961,0.315,0.3585857142857143,142.28
