,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.6886828212216269,0.35333333333333333,0.0923265306122449,0.14499325236167343,0.885,0.06970408163265306,27.8
0,decision_tree,0.5,0.0,0.0,0.0,0.9700000000000001,0.0,0.0
0,naive_bayes,0.5494665407897512,0.0,0.0,0.0,0.545,0.0,0.0
0,logistic_regression,0.5,0.0,0.0,0.0,0.525,0.0,0.0
0,gp,0.5652232026097358,0.2590670191280728,0.39534693877551025,0.2801355545585522,0.1,-0.2437142857142857,-97.0
0,xtree,0.4965631244839546,0.17207995605479673,0.5924897959183673,0.22832327708024464,0.5800000000000001,-0.5946836734693879,-235.8
0,xgboost,0.5263342521506166,0.024,0.061224489795918366,0.034482758620689655,0.9600000000000002,-0.10714285714285714,-42.0
0,adaboost,0.49238738252321124,0.0,0.0,0.0,0.62,0.0,0.0
0,gradientboost,0.5118778446630451,0.0,0.0,0.0,0.8600000000000001,0.0,0.0
0,ensemble,0.6604622345573178,0.23492063492063492,0.10114285714285713,0.13463235294117645,0.7200000000000001,0.06296938775510205,25.0
