,model,auroc,precision,recall,f1_score,best_threshold,best_profit
0,grid_search_MLP,0.8619574821679927,0.5332237878316309,0.6704428904428905,0.590178044551154,0.24000000000000005,235.0
0,decision_tree,0.8387289183094779,0.5205792444763887,0.5972027972027971,0.5423132129165517,0.255,194.2
0,naive_bayes,0.785900300499532,0.5337660553115595,0.5088111888111888,0.5137639283393669,0.8900000000000002,173.6
0,logistic_regression,0.9185420422953067,0.6494615384615384,0.7161771561771563,0.6769259756726967,0.275,298.0
0,xgboost,0.9201560722244932,0.5528126129439463,0.8016783216783218,0.651502679299174,0.19,291.2
0,ensemble,0.8794261726595372,0.6793295523042359,0.643030303030303,0.6331992745151823,0.4,262.0
