,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.8562800161450828,0.47455242905242906,0.7217142857142858,0.5677713696023987,0.4800000000000001,0.41455102040816333,164.6
0,decision_tree,0.7751954528543064,0.42074824089775376,0.5808979591836735,0.48746937786882044,0.33000000000000007,0.2798877551020408,111.0
0,naive_bayes,0.822047630098686,0.6057832988267771,0.5522448979591836,0.5508803632514688,0.6650000000000001,0.37845918367346937,150.2
0,logistic_regression,0.8543327434168531,0.5166731850231997,0.6853061224489796,0.5791725912587946,0.5450000000000002,0.4283775510204082,170.0
0,gp,0.8451205034655619,0.5089513974397695,0.5936326530612245,0.5391766562891835,0.6250000000000001,0.36627551020408167,145.2
0,xtree,0.7926266281247549,0.5248928507573243,0.4719183673469388,0.4950205036031553,0.5200000000000001,0.3103775510204082,123.0
0,xgboost,0.8542296769562625,0.46527497829551673,0.697061224489796,0.5514658169892818,0.35000000000000003,0.38601020408163267,153.2
0,adaboost,0.844270960585054,0.46417545511613306,0.5726530612244898,0.5110753171873715,0.5,0.31829591836734694,126.4
0,gradientboost,0.8188023858727369,0.4496700037078235,0.5847346938775511,0.4998081766955006,0.47000000000000003,0.30487755102040814,121.0
0,ensemble,0.8647493665370535,0.531240542193889,0.6732244897959184,0.5849152618698586,0.51,0.4343877551020408,172.4
