,model,auroc,precision,recall,f1_score,best_threshold,best_profit
0,xgboost,0.8681089264399731,0.5278075150655795,0.5297860323666775,0.5263141390430123,0.265,0.3473778491520427
0,adaboost,0.8082432134556032,0.5356060606060605,0.3213070800167574,0.3980149104261711,0.5,0.2182195224130708
0,gradientboost,0.7799175950239905,0.3334981684981685,0.38088814411395056,0.3538095976565866,0.2,0.18079335986594053
