,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.8531430221303901,0.5258327263120252,0.5982203203862189,0.5519778135438014,0.7513888888888889,0.38301020408163267,157.77777777777777
0,xgboost,0.8545772832588738,0.534850872145699,0.5946331650939946,0.5487273426138879,0.6083333333333335,0.379459256821008,155.44444444444446
0,adaboost,0.8348142805906958,0.38847388943502703,0.6906949016165607,0.4960359126161546,0.5,0.280226940238461,115.61111111111111
0,gradientboost,0.8337114722120839,0.49152880423246326,0.5886036134884062,0.5262241587851612,0.5902777777777778,0.3470247238680419,143.66666666666666
0,ensemble,0.8606264883379136,0.5389722643381821,0.6153236778582402,0.5597499572397752,0.5944444444444446,0.39593811718235683,163.27777777777777
0,decision_tree,0.7643004732487876,0.44187089408510055,0.48261224489795923,0.44828376858442387,0.7050000000000001,0.23877551020408164,94.66666666666667
0,naive_bayes,0.8078098735845646,0.5202899963834637,0.5202993197278912,0.5111112400175323,0.6983333333333334,0.3286054421768707,130.4
0,logistic_regression,0.8047790437388952,0.7304230941380052,0.14193197278911565,0.16110476884674696,0.5583333333333335,0.07238095238095239,28.733333333333334
0,gp,0.8589894514934464,0.5567078425144583,0.5955646258503401,0.5666542428181345,0.745,0.40416666666666673,160.26666666666668
0,xtree,0.8082542464601942,0.4867995133575234,0.5365442176870748,0.5015324643843748,0.5233333333333332,0.3114829931972789,123.6
