,model,auroc,precision,recall,f1_score,best_threshold,best_profit_ratio,best_profit
0,grid_search_MLP,0.5637490623695909,0.05714285714285714,0.08,0.06666666666666667,0.5,0.005,2.0
0,decision_tree,0.49175730804428214,0.027692307692307693,0.144,0.04645161290322581,0.42000000000000004,-0.192,-76.8
0,naive_bayes,0.5523449264288371,0.0,0.0,0.0,0.5149999999999999,0.0,0.0
0,logistic_regression,0.5,0.0,0.0,0.0,0.525,0.0,0.0
0,gp,0.5485507257130438,0.05714285714285714,0.08,0.06666666666666667,0.555,0.005,2.0
0,xtree,0.5252653334869958,0.11428571428571428,0.12081632653061225,0.11428571428571428,0.615,0.007551020408163266,3.0
0,xgboost,0.5592201719861767,0.11428571428571428,0.15281632653061225,0.12329472329472328,0.305,0.009551020408163266,3.8
0,adaboost,0.5662694097519877,0.0,0.0,0.0,0.36000000000000004,0.0,0.0
0,gradientboost,0.49950594205346716,0.0,0.0,0.0,0.46499999999999997,0.0,0.0
0,ensemble,0.546754053768177,0.0,0.0,0.0,0.53,0.0,0.0
